article_id,title,link,paragraph
604,Lusaka Province,https://en.wikipedia.org/wiki/Lusaka_Province,"Lusaka Province is one of the ten provinces of Zambia. Its capital is Lusaka, which is also the national capital. It is the smallest province in Zambi"
605,Kafue River,https://en.wikipedia.org/wiki/Kafue_River,"The character of the river changes again, as it forms a less meandering dry-season channel with sandy banks and islands. Continuing south-west it ente"
606,Congo River,https://en.wikipedia.org/wiki/Congo_River,"The Congo flows generally toward the northwest from Kisangani just below the Boyoma falls, then gradually bends southwestwards, passing by Mbandaka, j"
607,Great East Road (Zambia),https://en.wikipedia.org/wiki/Great_East_Road_(Zambia),"The T6 Road is the road that links Zambia with Northern Mozambique. At the town of Katete, 80 Kilometres west of Chipata, 490 Kilometres east of Lusak"
608,Copperbelt strike (1935),https://en.wikipedia.org/wiki/Copperbelt_strike_(1935),Most of the mining companies felt that the expected recovery would result in a labor shortage and challenge economic recovery.[23] The government beli
609,Nkana Red Devils,https://en.wikipedia.org/wiki/Nkana_Red_Devils,"Nkana have the biggest fan base in Zambia, it's die hard fans used to be known for their noisy and passionate support of their club . Otherwise, Befor"
610,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"The class-independent personal pronouns are: 'ine' (1st person sg.), 'iwe' (2nd person sg.), 'ifwe' (1st person pl.), 'imwe' (2nd person pl.). These a"
611,Foreign relations of Zambia,https://en.wikipedia.org/wiki/Foreign_relations_of_Zambia,Many of these organizations were based in Zambia during the 1970s and 1980s. For this reason South Africa as well as Rhodesia carried out military rai
612,Patriotic Front (Zambia),https://en.wikipedia.org/wiki/Patriotic_Front_(Zambia),The Patriotic Front (PF) is a social democratic political party in Zambia. The party was formed by Michael Sata as a breakaway party of the Movement f
613,Cape to Cairo Road,https://en.wikipedia.org/wiki/Cape_to_Cairo_Road,"France had a rival strategy in the late 1890s to link its colonies from west to east across the continent, Senegal to Djibouti. Southern Sudan and Eth"
614,Kaonde language,https://en.wikipedia.org/wiki/Kaonde_language,"Strictly speaking, the term ""Kaonde"" refers to a group of people who are identified by a common language known as kiiKaonde. This group of people, lik"
615,Great East Road (Zambia),https://en.wikipedia.org/wiki/Great_East_Road_(Zambia),"From the Luangwa Bridge, the T4 heads east-north-east for 165 kilometres, following the near borderline with Mozambique, through the town of Nyimba, t"
616,Kasanka National Park,https://en.wikipedia.org/wiki/Kasanka_National_Park,Dambos are grassy drainage channels and basins with little to no woody vegetation but very palatable grasses. Most woody species grow on exposed termi
617,First Quantum Minerals,https://en.wikipedia.org/wiki/First_Quantum_Minerals,"First Quantum was founded in 1983 under the name Xenium Resources. It changed its name to Zeal Capital in 1989, First Quantum Ventures in 1993, and Fi"
618,Kazembe,https://en.wikipedia.org/wiki/Kazembe,"After Mutanda had been dealt with, the group continued the eastward migration under Mwata Kazembe II Kanyembo Mpemba, crossing the Luapula River at Ma"
619,Zambia Independence Act 1964,https://en.wikipedia.org/wiki/Zambia_Independence_Act_1964,"To the east, in December 1897 a group of the Angoni or Ngoni (originally from Zululand) rebelled under Tsinco, son of King Mpezeni, but the rebellion "
620,Elections in Zambia,https://en.wikipedia.org/wiki/Elections_in_Zambia,"Multi-party democracy was restored in 1991, with general elections held in October that year. Kaunda was defeated by Frederick Chiluba of the Movement"
621,Chichewa language,https://en.wikipedia.org/wiki/Chichewa_language,"Another early grammar, concentrating on the Kasungu dialect of the language, was Mark Hanna Watkins' A Grammar of Chichewa (1937). This book, the firs"
622,BaLunda,https://en.wikipedia.org/wiki/BaLunda,"The Lunda (Balunda, Luunda, Ruund) are a Bantu ethnic group that originated in what is now the Democratic Republic of the Congo along the Kalanyi Rive"
623,Northern Rhodesia,https://en.wikipedia.org/wiki/Northern_Rhodesia,"The two stages in acquiring territory in Africa after the Congress of Berlin were, firstly, to enter into treaties with local rulers and, secondly, to"
624,BaLunda,https://en.wikipedia.org/wiki/BaLunda,"The Lunda people's heartland was rich in the natural resources of rivers, lakes, forests and savannah. Its people were fishermen and farmers, and they"
625,List of Presidents of Zambia,https://en.wikipedia.org/wiki/List_of_Presidents_of_Zambia,The president of Zambia is the head of state and the head of government of Zambia. The office was first held by Kenneth Kaunda following independence 
626,Glencore International,https://en.wikipedia.org/wiki/Glencore_International,"Glencore plc is an Anglo-Swiss multinational commodity trading and mining company with headquarters in Baar, Switzerland, its oil and gas head office "
627,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"(3) In this Article the expression ""discriminatory"" mean, affording different treatment to different persons attributable, wholly or mainly to their r"
628,British South Africa Company,https://en.wikipedia.org/wiki/British_South_Africa_Company,"After 1924 the BSAC's rights allowed it to collect vast sums in royalties, particularly from the development of the Northern Rhodesian Copperbelt, fro"
629,Tonga language (Zambia),https://en.wikipedia.org/wiki/Tonga_language_(Zambia),"Tonga (Chitonga), also known as Zambezi, is a Bantu language primarily spoken by the Tonga people who live mainly in the Southern and Western province"
630,Cilungu,https://en.wikipedia.org/wiki/Cilungu,"Mambwe language is spoken by the people who are found in Rukwa region, southern Sumbawanga town. It is a language which is one of the three dialects s"
631,Bemba people,https://en.wikipedia.org/wiki/Bemba_people,"Shortly after the 1543 death of Mwene Kongo VIII Mvemba, a Nzinga (Alfonso Mubemba), early progenitors of AbaBemba rebelled against the Kongo Kingdom,"
632,Water Transport in Zambia,https://en.wikipedia.org/wiki/Water_Transport_in_Zambia,"When explorer David Livingstone, the first European to see Lake Bangweulu arrived on the western shore of that lake in 1868, he was conveyed across it"
633,Zamrock,https://en.wikipedia.org/wiki/Zamrock,"Zamrock's roots can be traced back to the 1950s, with northern singers from the Copperbelt Province such as Stephen Tsotsi Kasumali, William Mapulanga"
634,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,"In earlier years (2010), the figures were as follows: 61% of the population of Zambia had access to an improved source of water supply and 48% had acc"
635,Lake Tanganyika,https://en.wikipedia.org/wiki/Lake_Tanganyika,"Lake Tanganyika is an African Great Lake.[4] It is the second-oldest freshwater lake in the world, the second-largest by volume, and the second-deepes"
636,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,"In cricket terms, Rhodesia was always tied to South Africa. The first recorded match in Rhodesia took place near Fort Victoria (modern Masvingo) on 16"
637,Water Transport in Zambia,https://en.wikipedia.org/wiki/Water_Transport_in_Zambia,"For about three decades after the start of the colonial era as North-Western and North-Eastern Rhodesia, there was no road transport in the territory,"
638,North-Eastern Rhodesia,https://en.wikipedia.org/wiki/North-Eastern_Rhodesia,North-Eastern Rhodesia was a British protectorate in south central Africa formed in 1900.[1] The protectorate was administered under charter by the Br
639,Kariba Dam,https://en.wikipedia.org/wiki/Kariba_Dam,"On November 11, 2013 it was announced by Zimbabwe's Finance Minister, Patrick Chinamasa that capacity at the Zimbabwean (South) Kariba hydropower stat"
640,Lake Tanganyika,https://en.wikipedia.org/wiki/Lake_Tanganyika,"The catchment area of the lake is 231,000 km2 (89,000 sq mi). Two main rivers flow into the lake, as well as numerous smaller rivers and streams (whos"
641,Elections in Zambia,https://en.wikipedia.org/wiki/Elections_in_Zambia,"In 1973 the country became a one-party state; general elections in the same year saw Kaunda run unopposed for the presidency, with voters voting yes o"
642,Cuisine of Zambia,https://en.wikipedia.org/wiki/Zambian_cuisine,"Zambia's staple food is maize.[2] Nshima makes up the main component of Zambian meals and is made from pounded white maize.[3][4] It is served with ""r"
643,Mufulira Wanderers,https://en.wikipedia.org/wiki/Mufulira_Wanderers,"Wanderers were the dominant team in Zambian football in the sixties and won the League a record 5 times, including 3 in a row from 1965 to 1967. Ndhlo"
644,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,"""[If] weapons for war, hunting, and domestic purposes are needed. The [Tonga] man goes to the hills and digs until he finds the iron ore. He smelts it"
645,Glencore International,https://en.wikipedia.org/wiki/Glencore_International,"Due to weak global prices for the assets Glencore owned, particularly coal and copper producers, and for the commodities in which Glencore traded, the"
646,Africa,https://en.wikipedia.org/wiki/Africa,"Under Roman rule, Carthage became the capital of the province it then named Africa Proconsularis, following its defeat of the Carthaginians in the Thi"
647,Economy of Zambia,https://en.wikipedia.org/wiki/Economy_of_Zambia,"In 1973 a massive increase in the price of oil was followed by a slump in copper prices in 1975, resulting in a diminution of export earnings. In 1973"
648,Lusaka Province,https://en.wikipedia.org/wiki/Lusaka_Province,"The Lower Zambezi National Park, part of the Lunsemfwa River valley, the lower Luangwa Valley in the north-east and the Kafue Flats in the south-west "
649,Kafue National Park,https://en.wikipedia.org/wiki/Kafue_National_Park,"Establishment may have been possible after the British colonial government moved the traditional owners of the area, the Nkoya people of (King) Mwene "
650,Ba Yombe,https://en.wikipedia.org/wiki/Ba_Yombe,"In 1981 there was an estimated 15,000 people of the Yombe, living in an area of 625 square miles (1,620 km2).[1] This group refers to people among the"
651,Sioma Ngwezi National Park,https://en.wikipedia.org/wiki/Sioma_Ngwezi_National_Park,"There are no facilities except for campsites and no roads in the park, only tracks requiring four-wheel drive vehicles even in the dry season, when ve"
652,Liuwa Plain National Park,https://en.wikipedia.org/wiki/Liuwa_Plain_National_Park,"Predators include the cheetah, leopard, lion, and spotted hyena.[1][5][12] According to the nonprofit conservation organization African Parks, all but"
653,Mwanga (ethnic group),https://en.wikipedia.org/wiki/Mwanga_(ethnic_group),"The first chief appointed as Nawaitwika was Namulinda, she was tasked to rule the Namwanga people on the Zambian side from Nakonde, when she died, Nam"
654,Chewa people,https://en.wikipedia.org/wiki/Chewa_people,"Oral records of the Chewa may be interpreted to refer to origins in Malambo, a region in the Luba area of the Democratic Republic of the Congo, from w"
